formula,activity,Syngony,"length, nm","width, nm","depth, nm",surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",link,synthesis
SiO2@Co3O4,peroxidase,7.0,63.0,63.0,63.0,naked,0,0,0.0,0.087,1.2e-07,TMB + H2O2,0.015,0.4,100,0.01,5.0,30.0,https://doi.org/10.1039/C4RA12596G,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1039/C4RA12596G  

The article does not provide specific information on the synthesis of 63 nm SiO2@Co3O4 nanoparticles."
SiO2@Co3O4,peroxidase,7.0,63.0,63.0,63.0,naked,0,0,0.0,25.2,1.5e-07,H2O2 + TMB,20.0,200.0,0.3,0.01,5.0,30.0,https://doi.org/10.1039/C4RA12596G,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1039/C4RA12596G  

The article does not provide specific details on the synthesis of 63 nm SiO2@Co3O4 nanoparticles. However, it does describe a general method for the synthesis of SiO2@Co3O4 core-shell nanorattles. 

The synthesis process involves several steps. Initially, Co2+ ions from the solution are adsorbed on the surface of SiO2 through electrostatic interactions. Urea decomposes to produce NH3 and CO2 and the released NH3 readily reacts with the available Co2+ ions on the surface of SiO2 to form a complex (i.e. Co(NH3)y; y ≤ 2) which reduces the concentration of free Co2+ ions in the solution. After attaining the optimum temperature (e.g. 85 oC), OH– ions are steadily produced through the hydrolysis of urea, which is favorable for nucleation and formation of Co(OH)2 on the surface of SiO2 spheres based on the coalescence mechanism. The Co(OH)2 further undergoes Ostwald ripening to produce flowerlike hierarchical Co(OH)2 on the surface of SiO2.

In the final step, calcination of SiO2@Co(OH)2 in air at 500 oC for 3 h leads to the formation of SiO2@Co3O4 coreshell nanorattles through selftemplate route retaining its 3D hierarchical flowerlike morphology for Co3O4 nanoparticles.

To understand the mechanism of formation of nanorattle structures further, time dependent TEM analysis was performed at different time intervals for SiO2@-Co(OH)2 (S1) (e.g. 2 h, 4 h and 6h) and SiO2@Co3O4 (e.g. 1 h and 3 h). Initially (e.g. 2 h), -Co(OH)2 nanoparticles are formed around the SiO2 spheres. As the reaction proceeds from 2 h to 4 h, inside-out Ostwald ripening process dominates which starts the hollowing process by dissolving the smaller crystallites of -Co(OH)2 present in the interior region. At 6 h, the outer - Co(OH)2 crystallites become larger which creates an interstitial space with the formation of a compact shell. Calcination of SiO2@-Co(OH)2 at 500 oC leads to the formation of SiO2@Co3O4 core-shell nanorattles with the retention of core￾shell nanorattles morphology.

The article does not provide specific details on the quantities of reagents used or the exact equipment utilized in the synthesis process."
Cu-CuFe2O4,peroxidase,7.0,7.0,7.0,7.0,sodium dodecyl benzenesulphonate,0,0,348.48,0.39,0.000239,TMB + H2O2,0.05,0.8,0.2,0.5,4.0,35.0,https://doi.org/10.1016/j.surfin.2021.101109,"We apologize, but our service could not find the information in the original article: https://doi.org/10.1016/j.surfin.2021.101109"
Cu-CuFe2O4,peroxidase,7.0,7.0,7.0,7.0,sodium dodecyl benzenesulphonate,0,0,348.48,0.21,0.000474,H2O2 + TMB,0.05,0.8,0.4,0.5,4.0,35.0,https://doi.org/10.1016/j.surfin.2021.101109,"We apologize, but our service could not find the information in the original article: https://doi.org/10.1016/j.surfin.2021.101109"
Fe2O3/CoNi,peroxidase,5.0,700.0,700.0,700.0,naked,0,0,0.0,0.23,0.000135,TMB + H2O2,0.25,2.5,130,3.0,6.0,20.0,https://doi.org/10.1039/D1RA03456A,"We apologize, but our service could not find the information in the original article: https://doi.org/10.1039/D1RA03456A"
Fe2O3/CoNi,peroxidase,5.0,700.0,700.0,700.0,naked,0,0,0.0,0.42,9.3e-05,H2O2 + TMB,6.0,160.0,0.35,3.0,6.0,20.0,https://doi.org/10.1039/D1RA03456A,"We apologize, but our service could not find the information in the original article: https://doi.org/10.1039/D1RA03456A"
MoS2/Fe3O4,peroxidase,6.0,1000.0,1000.0,1000.0,naked,0,0,0.0,0.35,0.00035,TMB + H2O2,0.14285714285714285,2.5,200,0.06,,25.0,https://doi.org/10.1016/j.microc.2019.104019,"We apologize, but our service could not find the information in the original article: https://doi.org/10.1016/j.microc.2019.104019"
MoS2/Fe3O4,peroxidase,6.0,1000.0,1000.0,1000.0,naked,0,0,0.0,2.5,3.3e-05,H2O2 + TMB,4.0,100.0,1.3,0.06,,25.0,https://doi.org/10.1016/j.microc.2019.104019,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1016/j.microc.2019.104019  

The synthesis of MoS2/Fe3O4 nanocomposites, where Fe3O4 nanoparticles (NPs) mostly grew along the edge of 3D MoS2 “petals”, was achieved via a solvothermal route. The 3D MoS2 nanoflowers were obtained through a hydrothermal method, which was followed by the interaction with FeCl3·6H2O in ethanol solution, leading to the formation of MoS2/Fe3O4 nanocomposites.

The synthesis of MoS2 nanoflowers involved the use of ammonium molybdate tetrahydrate ((NH4)6Mo7O24·4H2O) and thiourea (CH4N2S). These were added into 30 mL of ultrapure water, and the blue uniform solution was formed under continuous magnetic stirring for 30 minutes. This solution was then subjected to a hydrothermal reaction for 24 hours at 180 °C in a 50 mL Teflon-lined autoclave. The products were cooled to room temperature, filtered through a 0.22 μm water-phase filter membrane, subsequently washed by ultrapure water three times and dried in vacuum at 60 °C for 12 hours to obtain black MoS2 nanoflowers.

The preparation of MoS2/Fe3O4 nanocomposites involved the use of the as-prepared MoS2 nanoflowers and iron (III) chloride hexahydrate (FeCl3·6H2O). In the presence of 30 mL ethanol absolute, 0.10 g of the MoS2 nanoflowers were mixed with 0.24 g FeCl3·6H2O for 15 minutes for sonication to obtain better dispersity. Then the solution was stepwise added 5 mL ultrapure water and 0.72 g sodium acetate (CH3COONa) followed by 1 hour continuous stirring and solvothermal reaction for 24 hours at 200 °C. The products were cooled to room temperature, magnetically separated, and then washed alternately with ultrapure water and ethanol three times each. The final dark brown magnetic MoS2/Fe3O4 nanocomposites were obtained through vacuum drying at 60 °C for 12 hours.

The micro-morphology of the samples was analyzed using Field-Emission Scanning Electron Microscopy (FESEM, Hitachi, S-4800) and Transmission Electron Microscopy (TEM, FEI Tecnai G2 F30 S-Twin). The samples for TEM were firstly dispersed to ethanol absolute, followed by 10 minutes of sonication and addition on the copper grids support. The surface elements, composition and chemical state of the samples were analyzed by X-ray photoelectron spectrometer (ThermoFisher, ESCALAB 250Xi) with an Al Kα source. The absorbance determination and enzyme kinetics analysis were performed on Microplate Readers (Model Super-Max 3500FL). Mott-Scottky curves were recorded on CHI 660D electrochemical workstation (CH Instruments, Inc., Shanghai) with the usual three-electrode system (Na2SO4 electrolyte (0.1 M), 1 k Hz).

The article does not specify the size of the nanoparticles synthesized, but the methods described could potentially be adapted to synthesize nanoparticles of different sizes by adjusting the reaction conditions."
MoS2@MgFe2O4,peroxidase,7.0,200.0,200.0,200.0,naked,0,0,0.0,0.806,0.001413,TMB + H2O2,0.1,1.2,0.1,0.01,4.0,45.0,https://doi.org/10.1016/j.snb.2018.08.051,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1016/j.snb.2018.08.051  

The synthesis of MoS2@MgFe2O4 nanoparticles (NPs) involves several steps and requires a variety of materials and equipment. 

Firstly, the materials required for the synthesis include Ferric(III) trichloride hexahydrate (FeCl3·6H2O), magnesium chloride hexahydrate (MgCl2·6H2O), dodecylamine (DDA), ammonium tetrathiomolybdate ((NH4)2MoS4, ATTM), N,N-dimethylformamide (DMF), hydrazine hydrate (N2H4·H2O), and ethylene glycol (EG). All these materials were purchased from Sinopharm Chemical Reagent Company and used as received. 

The synthesis process begins with the preparation of MgFe2O4. In this process, 5.6 mmol FeCl3·6H2O, 2.8 mmol MgCl2·6H2O and 7 mmol DDA are dispersed in 70 mL EG and continuously stirred at room temperature. The obtained transparent solution is then transferred into a 100 mL Teflon-lined steel autoclave and heated at 200 oC for 18 hours. After cooling to ambient temperature naturally, the black precipitate is collected by centrifuge, washed several times with ethanol and DI water, and then dried at 60 oC overnight.

To prepare MoS2@MgFe2O4, 132 mg ATTM is dissolved in 60 mL DMF, and 1 mL N2H4·H2O is slowly added to the solution and sonicated for 1 hour. Then, 50 mg of the prepared MgFe2O4 is homogeneously dispersed in the mixture. The mixture is then transferred into a 100 mL Teflon-lined steel autoclave and held at 200 oC for 10 hours. After cooling to ambient temperature naturally, the precipitate is centrifuged, washed several times with ethanol and DI water, and then dried at 70 oC overnight. Pure MoS2 nanoparticles are prepared using the same steps without adding MgFe2O4.

The synthesized MoS2@MgFe2O4 NPs are then characterized using various instruments. SEM was recorded on an S-4800 field-emission scanning electron microanalyzer (Hitachi, Japan). TEM was carried out on a Tecnai 12 transmission electron microscope (Philips, Netherlands). XRD patterns were obtained by a Bruker D8 advance X-ray diffractometer (Bruker-AXS, Germany) with 2θ ranging from 5 to 70°. XPS measurements were examined with an ESCALAB 250 Xi photoelectron spectrometer using Al Kα radiation (Thermo-Fisher Scientific, US). Zeta potentials were obtained via a Nano ZS90 Malvern Zetasizer.

The article does not specify the size of the synthesized MoS2@MgFe2O4 NPs. However, the synthesis process and the materials used can be adjusted to control the size of the NPs."
MoS2@MgFe2O4,peroxidase,7.0,200.0,200.0,200.0,naked,0,0,0.0,0.238,0.000378,H2O2 + TMB,0.1,2.0,0.5,0.01,4.0,45.0,https://doi.org/10.1016/j.snb.2018.08.051,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1016/j.snb.2018.08.051  

The synthesis of MoS2@MgFe2O4 nanoparticles (NPs) involves several steps and requires a variety of materials and instruments. 

Firstly, the materials required for the synthesis include Ferric(III) trichloride hexahydrate (FeCl3·6H2O), magnesium chloride hexahydrate (MgCl2·6H2O), dodecylamine (DDA), ammonium tetrathiomolybdate ((NH4)2MoS4, ATTM), N,N-dimethylformamide (DMF), hydrazine hydrate (N2H4·H2O), and ethylene glycol (EG). All these solutions were prepared using DI water unless specifically stated otherwise.

The synthesis process begins with the preparation of MgFe2O4. In this process, 5.6 mmol FeCl3·6H2O, 2.8 mmol MgCl2·6H2O and 7 mmol DDA are dispersed in 70 mL EG and continuously stirred at room temperature. The obtained transparent solution is then transferred into a 100 mL Teflon-lined steel autoclave and heated at 200 oC for 18 hours. After cooling to ambient temperature naturally, the black precipitate is collected by centrifuge, washed several times with ethanol and DI water, and then dried at 60 oC overnight.

Next, the MoS2@MgFe2O4 composite is prepared. To do this, 132 mg ATTM is dissolved in 60 mL DMF, and 1 mL N2H4·H2O is slowly added to the solution and sonicated for 1 hour. Then, 50 mg of the prepared MgFe2O4 is homogeneously dispersed in the mixture. The mixture is then transferred into a 100 mL Teflon-lined steel autoclave and held at 200 oC for 10 hours. After cooling to ambient temperature naturally, the precipitate is centrifuged, washed several times with ethanol and DI water, and then dried at 70 oC overnight. Pure MoS2 nanoparticles are prepared using the same steps without adding MgFe2O4.

The instruments used in this process include an S-4800 field-emission scanning electron microanalyzer (Hitachi, Japan) for SEM, a Tecnai 12 transmission electron microscope (Philips, Netherlands) for TEM, a Bruker D8 advance X-ray diffractometer (Bruker-AXS, Germany) for XRD patterns, an ESCALAB 250 Xi photoelectron spectrometer using Al Kα radiation (Thermo-Fisher Scientific, US) for XPS measurements, and a Nano ZS90 Malvern Zetasizer for obtaining Zeta potentials.

The article does not specify the size of the synthesized MoS2@MgFe2O4 NPs, so it is not clear whether 200 nm NPs can be obtained using this method."
MoS2@MgFe2O4,peroxidase,7.0,200.0,200.0,200.0,naked,0,0,0.0,1.03,0.000141,ABTS + H2O2,,,0.1,0.01,4.0,45.0,https://doi.org/10.1016/j.snb.2018.08.051,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1016/j.snb.2018.08.051  

The synthesis of MoS2@MgFe2O4 nanoparticles (NPs) involves several steps and requires a variety of materials and instruments. 

Firstly, the materials required for the synthesis include Ferric(III) trichloride hexahydrate (FeCl3·6H2O), magnesium chloride hexahydrate (MgCl2·6H2O), dodecylamine (DDA), ammonium tetrathiomolybdate ((NH4)2MoS4, ATTM), N,N-dimethylformamide (DMF), hydrazine hydrate (N2H4·H2O), and ethylene glycol (EG). All these materials were purchased from Sinopharm Chemical Reagent Company and used as received. All the solutions were prepared using DI water unless specifically stated otherwise.

The instruments used in the synthesis process include an S-4800 field-emission scanning electron microanalyzer (Hitachi, Japan), a Tecnai 12 transmission electron microscope (Philips, Netherlands), a Bruker D8 advance X-ray diffractometer (Bruker-AXS, Germany), an ESCALAB 250 Xi photoelectron spectrometer (Thermo-Fisher Scientific, US), and a Nano ZS90 Malvern Zetasizer.

The synthesis of MgFe2O4 is the first step. In this process, 5.6 mmol FeCl3·6H2O, 2.8 mmol MgCl2·6H2O and 7 mmol DDA are dispersed in 70 mL EG and continuously stirred at room temperature. Then, the obtained transparent solution is transferred into a 100 mL Teflon-lined steel autoclave and heated at 200 oC for 18 hours. After cooling to ambient temperature naturally, the black precipitate is collected by centrifuge, washed several times with ethanol and DI water, and then dried at 60 oC overnight.

The next step is the preparation of MoS2 and MoS2@MgFe2O4 composite. To prepare MoS2@MgFe2O4, 132 mg ATTM is dissolved in 60 mL DMF, and 1 mL N2H4·H2O is slowly added to the solution and sonicated for 1 hour. Then, 50 mg prepared MgFe2O4 is homogeneously dispersed in the mixture. Next, the mixture is transferred into a 100 mL Teflon-lined steel autoclave and held at 200 oC for 10 hours. After cooling to ambient temperature naturally, the precipitate is centrifuged, washed several times with ethanol and DI water, and then dried at 70 oC overnight. Pure MoS2 nanoparticles are prepared using the same steps without adding MgFe2O4. To obtain MoS2@MgFe2O4-1 and -2, 66 and 180 mg ATTM are dissolved in 60 mL DMF, respectively, in the first step.

The article does not specify the size of the synthesized MoS2@MgFe2O4 nanoparticles. However, the synthesis process described should yield nanoparticles, and the size can be controlled by adjusting the synthesis conditions."
MoS2–Pt0.74Ag0.26,peroxidase,6.0,200.0,200.0,200.0,poly(allylamine hydrochloride),0,0,180000.0,25.71,7.29e-05,TMB + H2O2,0.6,8.0,1,,4.0,50.0,https://doi.org/10.1039/C5NR08038J,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1039/C5NR08038J  

The synthesis of MoS2-Pt0.74Ag0.26 nanoparticles (NPs) involves several steps and requires various reagents and equipment. The process begins with the preparation of MoS2 nanosheets through a liquid exfoliation method. Commercial MoS2 powder is first ground and then intercalated with concentrated H2SO4, which breaks the van der Waals interaction forces in bulk MoS2. The H2SO4-intercalated intermediate is collected by centrifugation and repeatedly washed with ultrapure water to remove residual H2SO4. After that, the obtained intermediate is functionalized with a highly hydrophilic surfactant polyallylamine hydrochloride (PAH) through physical adsorption in water under bath sonication condition, followed by probe sonication treatment to give MoS2-PAH nanosheets.

The next step is the preparation of MoS2-Pt0.74Ag0.26 hybrids. After 3 mL of MoS2-PAH solution (about 0.1 mg mL-1) was dispersed in 1 mL of ultrapure water, the solution was sonicated for 10 min, followed by adding 0.3 μmol of AgNO3, 0.9 μmol of H2PtCl6 and 10 μL of aqueous solution of HCHO solution (40 %). Then the resulting mixture was transferred to a 10-mL Teflon-lined stainless-steel autoclave and was heated at 180°C for 4 h. After being cooled to room temperature, the obtained hybrid material was separated by centrifugation at 12000 r.p.m. for 10 min, washed with ultrapure water, and then dispersed into ultrapure water.

The characterization of the prepared MoS2-Pt0.74Ag0.26 NPs was performed using various techniques. Transmission electron microscopy (TEM) images were obtained using a FEI Tecnai G2 20 S-TWIN transmission electron microscope operating at an accelerating voltage of 200 kV. Scanning electron microscopy (SEM) images were collected on a Hitachi S-4800 field-emission scanning electron microscope. X-ray powder diffraction (XRD) was performed using a Bruker D8 focus with Cu Kα radiation (λ = 1.5406 Å). High-resolution transmission electron microscopy (HRTEM) images were collected with a FEI Tecnai G2 F20 U-TWIN. Atomic force microscopy (AFM) characterization was performed on a Shimadzu SPM￾9600 microscopy. The composition of the products was measured by a Thermo Scientific iCAP 6300 inductively coupled plasma optical emission spectrometer (ICP-OES)."
MoS2–Pt0.74Ag0.26,peroxidase,6.0,200.0,200.0,200.0,poly(allylamine hydrochloride),0,0,180000.0,0.386,3.22e-05,H2O2 + TMB,0.1,4.0,1,,4.0,50.0,https://doi.org/10.1039/C5NR08038J,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1039/C5NR08038J  

The synthesis of MoS2-Pt0.74Ag0.26 nanoparticles (NPs) involves several steps and requires specific reagents and equipment. The process begins with the preparation of MoS2 nanosheets through a liquid exfoliation method. Commercial MoS2 powder is first ground and then intercalated with concentrated H2SO4, which breaks the van der Waals interaction forces in bulk MoS2. The H2SO4-intercalated intermediate is collected by centrifugation and repeatedly washed with ultrapure water to remove residual H2SO4. After that, the obtained intermediate is functionalized with a highly hydrophilic surfactant polyallylamine hydrochloride (PAH) through physical adsorption in water under bath sonication condition, followed by probe sonication treatment to give MoS2-PAH nanosheets.

To prepare the MoS2-Pt74Ag26 hybrids, H2PtCl6·6H2O and AgNO3 as metal precursors are reduced by HCHO under hydrothermal conditions and PtAg alloys are formed on the MoS2-PAH nanosheets. The as-prepared MoS2-PtAg nanohybrids are then characterized in detail. The average size of PtAg NPs is about 13 nm with narrow size distribution. The analysed atomic ratio (Pt/Ag) by inductively coupled plasma optical emission spectroscopy (ICP-OES) is 74 : 26, which is very close to the Pt/Ag feeding ratio of 3 : 1. According to the analysed ICP result, the loading amount of Pt74Ag26 NPs on MoS2-PAH nanosheets is 29.0 wt%.

The equipment used in this process includes a FEI Tecnai G2 20 S-TWIN transmission electron microscope, a Hitachi S-4800 field-emission scanning electron microscope, a Bruker D8 focus for X-ray powder diffraction (XRD), a FEI Tecnai G2 F20 U-TWIN for high-resolution transmission electron microscopy (HRTEM), a JEOL JEM 2100F transmission electron microscopy, a Shimadzu SPM￾9600 microscopy for atomic force microscopy (AFM) characterization, a Thermo Scientific iCAP 6300 inductively coupled plasma optical emission spectrometer (ICP-OES), a Malvern Zetasizer Nano system for zeta potential measurement, a PerkinElmer Lambda 950 UV/VIS spectrophotometer for UV-Vis absorption spectroscopic measurements, a PerkinElmer Spectrum One FT-IR spectrometer for FT-IR spectra, a Thermo Fisher ESCALAB 250Xi X￾ray photoelectron spectrometer for X-ray photoelectron spectra (XPS), a JEOL JES-FA200 ESR spectrometer for electron spin resonance (ESR) spectra, and a Hitachi F-4600 fluorescence spectrophotometer for fluorometric measurement.

The reagents used in the synthesis include MoS2 powder, concentrated H2SO4, polyallylamine hydrochloride (PAH), H2PtCl6·6H2O, AgNO3, HCHO, and ultrapure water. The specific amounts of reagents used are 3 mL of MoS2-PAH solution (about 0.1 mg mL-1) dispersed in 1 mL of ultrapure water, 0.3 μmol of AgNO3, 0.9 μmol of H2PtCl6, and 10 μL of aqueous solution of HCHO solution (40 %)."
NiCo2S4,peroxidase,7.0,570.0,570.0,570.0,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.3,0.0003486,TMB + H2O2,0.001,0.1,25,,4.0,25.0,https://doi.org/10.1016/j.snb.2020.128850,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1016/j.snb.2020.128850  

The article does not provide specific information on the synthesis of 570 nm or other size NiCo2S4 nanoparticles."
NiCo2S4,peroxidase,7.0,570.0,570.0,570.0,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,4.5,4.32e-05,H2O2 + TMB,1.0,10.0,0.1,,4.0,25.0,https://doi.org/10.1016/j.snb.2020.128850,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1016/j.snb.2020.128850  

The article does not provide information on the synthesis of 570 nm or other size NiCo2S4 nanoparticles."
Fe-Ag2S,peroxidase,2.0,15.0,15.0,15.0,naked,0,0,0.0,0.0756,2.09e-05,TMB + H2O2,0.01,0.07,250,0.24,4.0,55.0,https://doi.org/10.1016/j.jallcom.2019.01.225,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1016/j.jallcom.2019.01.225  

The article does not provide specific details on the synthesis of 15 nm Fe-Ag2S nanoparticles, including the exact quantities of reagents in mmols. However, it does describe the general process of synthesizing Fe-Ag2S nanocomposites, as well as the equipment and reagents used.

The synthesis process of Fe-Ag2S nanocomposites was as follows: Firstly, Ag2S was prepared successfully following a typical procedure: NaOH solution (2 M, 0.95 mL) was mixed with thiourea solution (Tu, 0.26 M, 10 mL) under stirring, and then, the mixed solution was added into the AgNO3 solution (0.39 M, 5 mL) slowly to form Ag2S.

The reagents used in the experiment were obtained from Sinopharm Chemical Reagent (Shanghai, China) and Solarbio (Beijing, China). Notably, all of these reagents were analytical grade and used directly without any further purification. Ultrapure water used throughout the experiment was prepared by the Flom water purification system.

The apparatus used in the experiment included Transmission electron microscopy (TEM) and high resolution transmission electron microscopy (HRTEM) for obtaining images of the prepared nanomaterials. X-ray diffraction (XRD) measurements were performed by Rigaku Ultima IV diffractometer. X-ray photoelectron spectra (XPS) was measured by a PHI Quantera SXM spectrometer to ensure the iron states in Fe-Ag2S. The presence of elements was confirmed by energy dispersive spectrometer (EDS). UV-vis absorption spectra and fluorometric measurement were carried out on the TU-1810PC UV-vis absorption spectrometer and HITACHI F-4600 spectrophotometers, respectively.

The morphology of the prepared Ag2S and Fe doped Ag2S nanocomposites were shown using TEM. The EDS mapping profiles of the sample was obtained to confirm Fe doped Ag2S nanocomposites was prepared successfully. The XRD patterns of Ag2S before and after doped with iron were also analyzed.

However, the article does not provide specific details on the synthesis of 15 nm Fe-Ag2S nanoparticles, including the exact quantities of reagents in mmols."
Fe-Ag2S,peroxidase,2.0,15.0,15.0,15.0,naked,0,0,0.0,0.471,0.000374,H2O2 + TMB,0.01,0.08,1,0.24,4.0,55.0,https://doi.org/10.1016/j.jallcom.2019.01.225,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1016/j.jallcom.2019.01.225  

The article does not provide specific details on the synthesis of 15 nm Fe-Ag2S nanoparticles. However, it does describe the general process of synthesizing Fe-Ag2S nanocomposites. 

The synthesis process of Fe-Ag2S nanocomposites was as follows: Firstly, Ag2S was prepared successfully following a typical procedure: NaOH solution (2 M, 0.95 mL) was mixed with thiourea solution (Tu, 0.26 M, 10 mL) under stirring, and then, the mixed solution was added into the AgNO3 solution (0.39 M, 5 mL) slowly to form Ag2S. 

The morphology of the prepared Ag2S and Fe doped Ag2S nanocomposites are shown in Fig. 1 (A) and (B), respectively. As can be seen from Fig. 1 (A), the pure Ag2S seems to apparent aggregation, which was negative for the catalytic activity of Ag2S used in catalytic reaction due to the decreasing active sites resulted from the severe aggregation. Compared to the pure Ag2S, Fe-Ag2S NCs displayed good dispersion after Fe doped into Ag2S, shown in Fig. 1 (B), suggesting that the doping of iron raised the dispersity of Ag2S and further increased the number of active sites, and hence, the catalytic performance would be improved, as discussed later.

In addition, in order to confirm Fe doped Ag2S nanocomposites was prepared successfully, EDS mapping profiles of the sample was obtained. As shown in Fig. 1 (C), it can be found that all of the elements existed in the nanocomposites, just as we expected. As we can see from the inset of Fig. 1 (B), the lattice fringe with a d-spacing of 0.408 nm was ascribed to (121) crystal planes of Ag2S, which is consistent with the following XRD data.

Fig. 2 shows the XRD patterns of Ag2S before (red line) and after (black line) doped with iron, respectively. From Fig. 2, it can be found that Ag2S are all attributed to the monoclinic Ag2S [JCPDS 14-0072], and the Fe-Ag2S pattern is nearly the same as Ag2S, indicating that the doping of iron could not change the crystallographic form [32]. However, the difference is that, the XRD diffraction peaks of Fe-Ag2S were broadened compared to Ag2S, indicating a smaller grain size after doping, consistent with the explanation for TEM, that is, Fe doping improved the dispersity of Ag2S and prevented it from aggregating. 

To further confirm the iron presence and state doped in the Ag2S, XPS was employed as a powerful tool to solve the problem. Fig. 3 (A) displayed the survey scan spectra of the as-synthesized Fe-Ag2S nanocomposites, from which we can see the elements including Fe, Ag and S existed in the Fe-Ag2S nanocomposites, according with the EDS mapping profiles. 

All of these results proved that the Fe-doped Ag2S NCs were prepared successfully. However, the specific size of the nanoparticles, such as 15 nm, is not mentioned in the article."
4N-TiO2,peroxidase,4.0,100.0,100.0,100.0,naked,0,0,0.0,0.45,0.000115,TMB + H2O2,0.3,2.4,0.3,4.5,7.4,25.0,https://doi.org/10.1016/j.jcis.2017.07.014,"Please note that the text below was generated by AI based on the following article, so it may contain inaccuracies. Please double-check the information by studying the original article: https://doi.org/10.1016/j.jcis.2017.07.014  

The synthesis of nitrogen-doped titania nanoparticles (NPs) was carried out using a freeze-drying method. The process began with the preparation of a titanium precursor solution. To do this, 5 mmol of titanium isopropoxide was dissolved in 30 mL of isopropanol. This solution was then stirred for 1 hour at a moderate magnetic stirring rate. 

Next, varying amounts of urea (2, 4, and 6 g) were added as a nitrogen doping precursor to the solution and stirred for another hour. After stirring, the solution was transferred to a Petri dish and frozen at -30°C before being subjected to freeze-drying treatment. In the freeze-drying process, the samples were placed in a freeze dryer for 24 hours at -35°C. 

After freeze-drying, the sol was converted into a fluffy powder which was further ground into a fine powder. Finally, to remove any bound moisture, solvents, and impurities, these samples were calcined at 400°C for 3 hours at a ramp of 5°C/min.

The imidazole-based ionic liquid (IL) namely 1-H-3-methylimidazolium acetate (HMIM OAc) was synthesized using the neutralization route of synthesis. Equimolar volume of acetic acid was added drop-wise into 1-methylimidazole medium under cooling conditions and subsequently, the resulting mixture was stirred at room temperature for 12 hours to obtain the desired IL. After stirring, the IL was subjected to a rotary evaporator for six hours under low pressure to remove the moisture and unreacted reactants.

The preparation of ionic liquid-based nitrogen-doped titania was carried out as follows: Three different concentrations of N-doped TiO2 (4.5 mg) were added into the protic IL 1-H-3-methylimidazolium acetate (HMIM OAc) (1 mL) and mechanically ground for 30 minutes in a pestle-mortar until a well-dispersed ionic liquid-based N-doped TiO2 was achieved.

The peroxidase-like activity of the IL coated N-doped TiO2 was analyzed through colorimetric detection of H2O2, in the presence of TMB dye as a catalytic substrate. The absorption spectrum was monitored by a double beam UV–Vis. spectra at a wavelength of 652 nm, under varying concentrations of H2O2.

The article does not specify the size of the synthesized nanoparticles, so it is not possible to provide specific instructions for synthesizing 100 nm 4N-TiO2 NPs based on the information given."
